customer_id,name,age,gender,state,signup_date,email,phone_number,subscribe
CUST0291,Diah,55,0,Banten,2025-04-03,maryadicinthia@example.net,854348815388,1
CUST0292,Usyi,58,0,Aceh,2025-07-16,usyi645@example.com,80359275009,1
CUST0293,Abyasa,50,1,Aceh,2025-04-12,wibisonocaraka@example.com,8436160362,1
CUST0294,Padma,49,0,Kalimantan Selatan,2025-06-22,ppuspasari@example.org,86895487942,1
CUST0295,Garan,58,1,Gorontalo,2025-08-24,cindyfarida@example.net,844385758895,1
CUST0296,Pangeran,41,1,Aceh,2024-06-11,aminashiruddin@example.net,83882910039,1
CUST0297,Cornelia,60,0,Nusa Tenggara Timur,2023-12-07,cornelia794@example.com,89769605649,1
CUST0298,Samsul,19,1,Maluku Utara,2024-11-30,801samsul@example.com,8709768172,0
CUST0299,Hartana,55,1,Nusa Tenggara Barat,2025-03-04,utamigara@example.com,862127314,1
CUST0300,Kala,46,1,Papua,2023-11-30,zmahendra@example.com,885486479,1
CUST0301,Dalima,41,0,Papua,2025-05-13,jaswadi17@example.net,8674199780,1
CUST0302,Emin,21,1,Papua,2023-11-14,estiono40@example.net,8792863212,1
CUST0303,Mulyono,47,1,Sulawesi Tengah,2024-04-16,usamahjaya@example.org,80420695941,1
CUST0304,Ellis,22,0,Bali,2024-06-29,ellis_94@example.com,869204824992,0
CUST0305,Rahayu,36,0,Papua,2025-06-18,982rahayu@example.com,83919474704,1
CUST0306,Carub,57,1,Sulawesi Utara,2023-12-17,daliminlatupono@example.org,87875516558,1
CUST0307,Taswir,38,1,Sulawesi Selatan,2025-05-20,luis81@example.net,80196730898,1
CUST0308,Argono,36,1,Bali,2025-04-30,argono_43@example.com,83237744701,1
CUST0309,Yunita,57,0,Banten,2025-07-16,511yunita@example.com,8186526753,0
CUST0310,Ophelia,25,0,Kalimantan Timur,2024-08-12,ophelia_45@example.com,80192242777,0
CUST0311,Melinda,18,0,Papua Barat,2024-07-04,696melinda@example.com,803883987,1
CUST0312,Ami,39,0,Lampung,2024-12-29,310ami@example.com,84197924773,0
CUST0313,Paiman,55,1,Kepulauan Bangka Belitung,2024-01-03,paiman_5@example.com,884555318,0
CUST0314,Aisyah,30,0,Jawa Tengah,2025-04-14,windasafitri@example.com,822987951505,1
CUST0315,Ihsan,50,1,Sumatera Utara,2024-10-18,ihsan_30@example.com,888204300,1
CUST0316,Widya,56,0,Jawa Barat,2024-02-13,sakurafirmansyah@example.net,824035485,0
CUST0317,Kartika,55,0,Sumatera Selatan,2024-05-25,kartika_58@example.com,875733077,0
CUST0318,Tina,40,0,Banten,2024-02-05,ykuswandari@example.org,84458373349,0
CUST0319,Maria,64,0,Banten,2023-10-26,maria754@example.com,824253918851,1
CUST0320,Jail,32,1,Sumatera Utara,2024-02-26,wasis15@example.net,88492890760,0
CUST0321,Cindy,65,0,Sumatera Barat,2024-06-05,agustinanardi@example.net,890892127948,1
CUST0322,Arsipatra,28,1,Sumatera Utara,2025-02-06,449arsipatra@example.com,822957621,0
CUST0323,Jayadi,52,1,Kepulauan Riau,2025-04-06,616jayadi@example.com,82247322877,1
CUST0324,Tania,41,0,Papua Barat,2024-11-19,kayunmansur@example.org,826931207,1
CUST0325,Warta,42,1,Gorontalo,2025-06-02,dadihardiansyah@example.org,8868214335,1
CUST0326,Sakura,28,0,Kepulauan Bangka Belitung,2024-06-19,pujihakim@example.net,871976418237,1
CUST0327,Unjani,38,0,Sumatera Utara,2024-01-07,uchita20@example.com,875477401,1
CUST0328,Laras,56,0,Maluku Utara,2024-11-13,zpertiwi@example.org,873791139,0
CUST0329,Lili,41,0,Bengkulu,2023-11-29,edi88@example.com,829276468,0
CUST0330,Tomi,50,1,Jambi,2024-09-11,tomi314@example.com,841803114525,1
CUST0331,Bagya,18,1,Lampung,2023-10-22,bagya229@example.com,813015612910,1
CUST0332,Xanana,44,1,Jawa Barat,2025-07-04,jaya54@example.net,883137677,1
CUST0333,Uchita,57,0,Lampung,2023-11-23,dodo12@example.com,808549593,1
CUST0334,Koko,38,1,DKI Jakarta,2024-10-10,750koko@example.com,89348119288,0
CUST0335,Jumari,35,1,Sumatera Selatan,2024-04-21,jumari_60@example.com,883418312,1
CUST0336,Natalia,58,0,Kepulauan Riau,2024-09-18,wastutitaswir@example.net,896676718,1
CUST0337,Tri,57,1,Jambi,2023-11-25,vnugroho@example.com,882781095,1
CUST0338,Jamalia,27,0,Riau,2025-01-14,uwulandari@example.org,808836427,1
CUST0339,Jaiman,40,1,Jambi,2024-03-31,jaiman_35@example.com,8270725240,1
CUST0340,Karen,32,0,Kalimantan Tengah,2025-04-21,marbunnovi@example.net,88228248338,1
CUST0341,Sabrina,55,0,Bengkulu,2024-07-22,wulandariulva@example.com,84628383807,1
CUST0342,Maman,47,1,Kalimantan Utara,2025-06-02,buyainah@example.net,821419857,1
CUST0343,Pardi,57,1,Jawa Tengah,2025-06-16,pardi986@example.com,8225052536,1
CUST0344,Lasmanto,53,1,Bengkulu,2024-07-12,lasmanto_70@example.com,8015419797,0
CUST0345,Adinata,42,1,DKI Jakarta,2025-01-23,daliminuyainah@example.com,8555432892,1
CUST0346,Zahra,41,0,Aceh,2023-09-28,rafihutagalung@example.net,858491715809,1
CUST0347,Janet,62,0,Maluku,2023-12-11,mardhiyahirnanto@example.com,8340744623,1
CUST0348,Ellis,39,0,Banten,2025-04-21,nainggolanasirwanda@example.org,818027703691,0
CUST0349,Ivan,44,1,Banten,2024-04-05,luhungmardhiyah@example.com,858623637,1
CUST0350,Warji,59,1,Papua,2024-07-09,isitorus@example.com,8018883758,1
CUST0351,Zamira,58,0,Sumatera Barat,2025-09-20,sihombingjamalia@example.com,86661921950,0
CUST0352,Jaswadi,33,1,Kalimantan Tengah,2024-08-23,ibrahim30@example.com,89876235674,0
CUST0353,Bella,41,0,Bengkulu,2025-07-10,xrahmawati@example.org,86663721052,1
CUST0354,Raina,26,0,Jawa Timur,2024-10-10,raina_36@example.com,8441662802,0
CUST0355,Dalimin,38,1,Jawa Timur,2025-04-15,150dalimin@example.com,85415237037,1
CUST0356,Rizki,23,1,Nusa Tenggara Timur,2023-10-12,twastuti@example.org,88583014075,1
CUST0357,Rahmi,21,0,Gorontalo,2024-12-20,capa64@example.com,844956765,1
CUST0358,Catur,25,1,Kalimantan Timur,2024-08-06,qwibowo@example.net,82723594603,1
CUST0359,Banawi,20,1,Sumatera Selatan,2025-08-12,banawi300@example.com,882805418150,1
CUST0360,Manah,52,1,Banten,2025-05-19,irfan84@example.net,85538675090,1
CUST0361,Dewi,47,0,Jambi,2024-07-25,vsantoso@example.com,8778517554,0
CUST0362,Martana,46,1,Jawa Timur,2025-05-12,848martana@example.com,807247320637,0
CUST0363,Jumadi,57,1,Nusa Tenggara Barat,2024-10-23,gamandongoran@example.net,81012563679,0
CUST0364,Bagiya,42,1,Jawa Barat,2025-04-08,540bagiya@example.com,8439662556,1
CUST0365,Prakosa,63,1,Kepulauan Riau,2025-09-12,lailaprastuti@example.net,838916194,1
CUST0366,Sakura,47,0,Jawa Timur,2023-10-01,sakura_94@example.com,867477592414,1
CUST0367,Pandu,18,1,Banten,2025-05-27,pandu_87@example.com,8704706620,1
CUST0368,Karsa,36,1,Nusa Tenggara Barat,2024-02-02,kuswoyoenteng@example.net,840115569,1
CUST0369,Qori,47,0,Kalimantan Tengah,2023-12-29,plailasari@example.com,8272716410,1
CUST0370,Kiandra,55,0,Banten,2025-02-07,572kiandra@example.com,8772086268,0
CUST0371,Kenes,32,1,Kepulauan Riau,2025-01-26,kenes_38@example.com,842550471,0
CUST0372,Balamantri,50,1,DKI Jakarta,2024-12-15,baktiono13@example.net,8247970031,0
CUST0373,Calista,40,0,Sulawesi Tengah,2024-05-14,ega48@example.org,8910335843,1
CUST0374,Taswir,41,1,Gorontalo,2024-10-10,safitrijaya@example.org,8101525763,1
CUST0375,Edi,37,1,Sulawesi Tengah,2025-03-18,edi398@example.com,8182229699,1
CUST0376,Anastasia,62,0,Nusa Tenggara Timur,2024-04-30,anastasia_98@example.com,807994537869,0
CUST0377,Muni,41,1,Kalimantan Selatan,2025-03-31,sakura57@example.com,81080728416,1
CUST0378,Parman,29,1,Jawa Timur,2024-05-28,wardayaramadan@example.net,894888190974,0
CUST0379,Jabal,27,1,Sulawesi Utara,2024-03-24,476jabal@example.com,885644962967,1
CUST0380,Hesti,39,0,Riau,2023-09-25,koko53@example.org,864944620,1
CUST0381,Titi,36,0,Banten,2024-01-11,313titi@example.com,898468598,1
CUST0382,Maria,60,0,Sulawesi Selatan,2025-01-15,maria_95@example.com,8188700177,0
CUST0383,Halima,26,0,Riau,2025-03-26,halima551@example.com,8914751794,1
CUST0384,Kasiran,25,1,Jawa Timur,2023-11-27,kasiran824@example.com,8489119371,1
CUST0385,Zamira,28,0,Kalimantan Tengah,2025-09-01,zamira3@example.com,8329181730,0
CUST0386,Tri,59,1,DKI Jakarta,2023-12-04,uwaisfebi@example.net,84721917847,1
CUST0387,Fitria,41,0,Kalimantan Utara,2024-09-12,kenari30@example.org,827944885024,0
CUST0388,Eluh,65,1,Kalimantan Utara,2024-11-03,eluh_24@example.com,899130581314,1
CUST0389,Dinda,18,0,Aceh,2024-06-16,yancesimbolon@example.net,80087622043,1
CUST0390,Usyi,46,0,Lampung,2025-01-20,hasta34@example.com,876192329989,0
CUST0391,Alika,50,0,Sumatera Barat,2024-05-02,alika_83@example.com,824755916,1
CUST0392,Garang,41,1,Sumatera Selatan,2025-05-31,jmaryati@example.com,878467427,1
CUST0393,Unjani,62,0,Kepulauan Bangka Belitung,2024-08-24,xutami@example.org,896559483637,1
CUST0394,Suci,56,0,Kalimantan Utara,2025-02-28,suci803@example.com,89121742745,0
CUST0395,Pandu,18,1,DI Yogyakarta,2024-11-27,cecep55@example.org,82531773818,0
CUST0396,Cawisadi,53,1,Kepulauan Riau,2024-12-13,cawisadi484@example.com,870654293735,0
CUST0397,Cici,43,0,Bali,2024-02-24,astutilili@example.org,827887968,1
CUST0398,Ulva,48,0,Sumatera Barat,2024-09-19,995ulva@example.com,808906905,1
CUST0399,Darmana,31,1,Jawa Tengah,2025-05-23,darmana_74@example.com,898580786,1
CUST0400,Warta,24,1,Kalimantan Selatan,2024-09-09,safitriparman@example.org,84003957231,1
CUST0401,Jamalia,32,0,Kalimantan Utara,2025-03-25,gmelani@example.net,8159579167,0
CUST0402,Fitria,48,0,Sumatera Utara,2023-12-10,fitria_64@example.com,8946083224,1
CUST0403,Tira,28,0,DKI Jakarta,2024-06-30,842tira@example.com,80933026281,0
CUST0404,Gasti,20,0,Kepulauan Riau,2024-02-24,usyisusanti@example.net,80017775596,1
CUST0405,Saka,44,1,Nusa Tenggara Barat,2024-10-27,yuniarlalita@example.net,831573672,1
CUST0406,Jelita,50,0,Maluku Utara,2024-10-27,ikarajata@example.com,87089135965,0
CUST0407,Fathonah,23,0,Maluku Utara,2024-06-20,setya02@example.org,842859973888,1
CUST0408,Tania,33,0,Banten,2023-12-19,tania_31@example.com,853252996437,0
CUST0409,Prasetyo,34,1,Bali,2025-08-07,819prasetyo@example.com,831149234,1
CUST0410,Daryani,24,1,Bengkulu,2024-08-10,purnawatilasmono@example.net,83249485826,1
CUST0411,Yosef,61,1,DKI Jakarta,2025-03-16,coktaviani@example.net,8550812083,1
CUST0413,Dirja,50,1,Jawa Timur,2024-08-12,974dirja@example.com,816007193859,1
CUST0414,Prabu,50,1,Jawa Tengah,2025-05-18,prabu_45@example.com,82292574055,1
CUST0415,Chelsea,33,0,Sumatera Barat,2024-01-13,rini70@example.net,87573679956,1
CUST0416,Jono,25,1,Gorontalo,2025-09-12,jono_21@example.com,81568944512,1
CUST0417,Intan,36,0,Kalimantan Barat,2025-02-09,intan420@example.com,832345147,1
CUST0418,Zizi,44,0,Papua Barat,2024-09-01,zizi591@example.com,86753162907,1
CUST0419,Salimah,63,0,Riau,2024-10-12,320salimah@example.com,871298647,1
CUST0420,Eko,35,1,Kalimantan Utara,2023-12-11,gnarpati@example.org,866899360823,0
CUST0421,Maryanto,65,1,Papua Barat,2025-02-12,988maryanto@example.com,840495399781,1
CUST0422,Vicky,60,0,Jambi,2024-05-01,murti19@example.net,884002556812,1
CUST0423,Kani,20,0,DI Yogyakarta,2025-04-17,kani139@example.com,875033185,1
CUST0424,Adhiarja,57,1,Sulawesi Utara,2025-07-26,kamal15@example.org,8404842294,1
CUST0425,Eluh,41,1,DI Yogyakarta,2023-12-25,jpalastri@example.com,8586798739,1
CUST0426,Hafshah,30,0,Nusa Tenggara Timur,2024-02-03,jaisjailani@example.org,840677400,1
CUST0427,Ian,21,1,Bali,2024-11-04,bancar95@example.net,8666828128,1
CUST0428,Himawan,41,1,Maluku Utara,2024-03-15,cprakasa@example.com,81296339629,1
CUST0429,Hendri,41,1,DI Yogyakarta,2024-08-15,margana84@example.net,8303439050,1
CUST0430,Queen,19,0,Papua,2024-06-20,nmustofa@example.net,855282492043,0
CUST0431,Natalia,26,0,Sulawesi Tenggara,2025-02-05,natalia653@example.com,82545729955,1
CUST0432,Zelda,49,0,Sulawesi Barat,2025-07-21,zelda771@example.com,845558985,1
CUST0433,Jabal,52,1,Gorontalo,2023-12-03,haryantodipa@example.org,806512185,1
CUST0434,Patricia,30,0,Bali,2023-09-26,gadangputra@example.com,8947300872,1
CUST0738,Tugiman,25,1,Banten,2025-02-08,tugiman_3@example.com,8928576444,1
CUST0435,Wakiman,48,1,Banten,2025-08-27,wakiman_43@example.com,83570133405,1
CUST0436,Nabila,64,0,Kalimantan Barat,2023-10-28,nabila_21@example.com,85261226114,1
CUST0437,Almira,32,0,Kepulauan Riau,2025-06-22,narpatidaru@example.net,8146612707,1
CUST0438,Rendy,62,1,Sulawesi Barat,2023-11-08,873rendy@example.com,805689874,1
CUST0439,Lidya,61,0,Gorontalo,2023-11-29,dhidayanto@example.org,8150867620,1
CUST0440,Bakiman,19,1,Bali,2024-05-24,maman39@example.org,882410899977,1
CUST0441,Ghani,41,1,Papua,2025-05-21,212ghani@example.com,8015760516,0
CUST0442,Paramita,65,0,Banten,2025-03-05,paramita_72@example.com,850547114,1
CUST0443,Suci,37,0,Nusa Tenggara Barat,2023-12-27,onugroho@example.net,86363525835,0
CUST0444,Gangsa,44,1,Sumatera Selatan,2023-12-18,darmanto25@example.com,80939361062,0
CUST0445,Mulyono,23,1,DI Yogyakarta,2023-12-30,artantowibisono@example.org,86688214131,1
CUST0446,Gabriella,36,0,Kalimantan Barat,2024-03-21,gabriella_57@example.com,8742520472,1
CUST0447,Nilam,58,0,Banten,2024-11-29,habibiteguh@example.com,8275136523,1
CUST0448,Zelaya,49,0,Sulawesi Tengah,2023-12-18,zelaya_55@example.com,84761872069,1
CUST0449,Edward,25,1,Gorontalo,2024-12-01,rachelprasasta@example.com,872759627397,1
CUST0450,Taufik,29,1,Banten,2025-05-18,hanayuniar@example.org,808810614,1
CUST0451,Johan,28,1,Sulawesi Tenggara,2025-08-16,lantar69@example.net,818754179603,0
CUST0452,Kadir,43,1,Banten,2024-12-31,kadir_23@example.com,877702556434,0
CUST0453,Restu,54,0,Papua,2024-12-25,xpradana@example.com,863919779926,1
CUST0454,Praba,25,1,Kepulauan Bangka Belitung,2025-03-18,usyi85@example.com,876176290,1
CUST0455,Siti,63,0,Gorontalo,2025-05-07,siti_68@example.com,89015008917,0
CUST0456,Yuni,28,0,Sulawesi Tenggara,2024-09-05,pardipurnawati@example.org,819385771,1
CUST0457,Nurul,21,0,Kalimantan Utara,2025-02-25,nurul999@example.com,83808406626,1
CUST0458,Eka,52,0,Sulawesi Tenggara,2024-01-15,eka784@example.com,853610018,1
CUST0459,Farah,41,0,Banten,2025-05-04,hassanahestiono@example.org,83777898479,0
CUST0460,Caket,37,1,Papua,2025-04-10,caket_49@example.com,8042559901,0
CUST0461,Wawan,46,1,Banten,2024-09-21,mardhiyahwirda@example.com,8885034480,1
CUST0462,Anita,47,0,Banten,2025-06-23,anita_19@example.com,818292192,0
CUST0463,Jelita,43,0,Maluku,2025-03-10,dwihardiansyah@example.org,8260519603,1
CUST0464,Jaga,32,1,Sulawesi Tenggara,2023-11-15,jaga_20@example.com,894333945,1
CUST0465,Ana,40,0,Jawa Tengah,2024-11-09,hastamaryati@example.org,81935191800,0
CUST0466,Puji,40,0,Kepulauan Riau,2024-01-05,pratiwidodo@example.net,87531723688,1
CUST0467,Calista,62,0,Banten,2024-04-23,calista_63@example.com,859340774,1
CUST0468,Dipa,60,1,Bali,2024-05-01,gabriella55@example.com,8016619551,1
CUST0469,Galih,41,1,Sulawesi Barat,2024-07-24,hsantoso@example.com,8170289161,1
CUST0470,Gamani,62,1,Jambi,2024-12-14,kairav71@example.org,899529360455,0
CUST0471,Indra,26,1,Aceh,2024-01-20,indra470@example.com,8995785381,1
CUST0472,Widya,63,0,Papua,2024-12-12,ajanuar@example.net,8013014584,1
CUST0473,Tasnim,41,1,Banten,2024-06-23,tasnim_1@example.com,8906479961,1
CUST0474,Ida,51,0,Jawa Timur,2025-08-19,jnatsir@example.org,89394921829,1
CUST0475,Jane,52,0,Nusa Tenggara Barat,2024-10-05,jane_87@example.com,821680221,1
CUST0476,Gandi,40,1,Bali,2025-06-15,salwa32@example.com,8831632714,1
CUST0477,Ana,24,0,Kalimantan Tengah,2025-08-27,yzulaika@example.org,886572469,1
CUST0478,Harjo,20,1,Sulawesi Tenggara,2025-09-11,harjo994@example.com,848331249,1
CUST0479,Vera,50,0,Kalimantan Tengah,2024-11-20,vera594@example.com,862016410634,1
CUST0480,Kasiyah,63,0,Kalimantan Tengah,2024-11-24,xhardiansyah@example.net,8499160675,0
CUST0481,Among,58,1,Banten,2023-10-18,udaharyanti@example.com,8708656749,1
CUST0482,Nadine,18,0,Jawa Timur,2024-06-10,mustofa70@example.com,8534366486,0
CUST0483,Eluh,63,1,Maluku Utara,2025-06-01,471eluh@example.com,898106586830,1
CUST0484,Lalita,46,0,Sulawesi Tenggara,2025-03-20,damanikajiman@example.com,848294560564,0
CUST0485,Nyoman,60,1,Papua,2025-04-01,nyoman624@example.com,8121445073,0
CUST0486,Lukita,44,1,Riau,2025-05-22,raihansitorus@example.net,8928343770,1
CUST0487,Dadi,23,1,Maluku Utara,2024-06-04,220dadi@example.com,829658156,0
CUST0488,Ella,35,0,Banten,2023-11-12,915ella@example.com,8552300799,1
CUST0489,Janet,19,0,Nusa Tenggara Timur,2025-05-03,janet_97@example.com,8896988511,1
CUST0490,Shakila,63,0,Sumatera Utara,2024-09-16,shutapea@example.net,8809258230,1
CUST0491,Okto,41,1,Sulawesi Selatan,2024-05-21,miswahyudi@example.org,822430125835,1
CUST0492,Karman,54,1,Papua,2023-12-09,rhalim@example.org,820039965575,0
CUST0493,Cemplunk,28,1,Papua,2024-03-30,labuhmelani@example.net,890846104,1
CUST0494,Cawuk,25,1,DI Yogyakarta,2024-06-14,107cawuk@example.com,893158019,1
CUST0495,Restu,62,0,Nusa Tenggara Barat,2023-12-03,putama@example.net,86073006237,0
CUST0496,Gambira,51,1,Kalimantan Timur,2024-04-13,malikusamah@example.org,85183880978,1
CUST0497,Olga,20,1,Nusa Tenggara Barat,2025-09-03,nrimapalastri@example.com,8139665356,1
CUST0498,Prayogo,41,1,Nusa Tenggara Barat,2025-09-04,cakrabirawautama@example.net,87553646101,1
CUST0499,Febi,64,0,Sumatera Utara,2025-09-10,312febi@example.com,824585846,1
CUST0500,Nurul,63,0,Sulawesi Tenggara,2024-06-26,khidayanto@example.org,840216274223,0
CUST0501,Rizki,33,1,Kalimantan Tengah,2024-11-23,cinthiaadriansyah@example.org,816417363,1
CUST0502,Yance,33,0,Sulawesi Barat,2023-11-10,gentamanullang@example.com,83387179800,1
CUST0503,Sari,44,0,Jawa Tengah,2023-10-21,yusada@example.net,84520931012,1
CUST0504,Harja,55,1,Nusa Tenggara Barat,2024-04-19,380harja@example.com,8173763431,1
CUST0505,Farhunnisa,43,0,Banten,2024-11-30,melaniputu@example.org,83122555896,1
CUST0506,Maida,23,0,Sulawesi Selatan,2023-11-05,maida_35@example.com,821489320060,1
CUST0507,Tiara,50,0,Kalimantan Barat,2024-03-14,umiardianto@example.com,802694522559,1
CUST0508,Cindy,31,0,Aceh,2024-08-26,cindy_92@example.com,8157123413,1
CUST0509,Zahra,59,0,Sulawesi Tenggara,2024-12-13,hutasoitgasti@example.com,8281249016,1
CUST0510,Kasusra,22,1,Maluku,2024-09-26,kasusra_32@example.com,8875416832,0
CUST0511,Daryani,30,1,Jawa Timur,2024-05-14,nbudiman@example.com,882293065457,0
CUST0512,Suci,31,0,Maluku Utara,2025-05-07,646suci@example.com,8180447176,1
CUST0513,Edward,45,1,Riau,2024-12-19,edward_74@example.com,895085151,1
CUST0515,Zaenab,30,0,DKI Jakarta,2025-06-25,veraagustina@example.com,810515180833,0
CUST0516,Tantri,24,0,Sumatera Selatan,2024-03-14,narpatinarji@example.com,80440073102,1
CUST0517,Atma,58,1,Maluku Utara,2024-11-16,atma_32@example.com,84202092217,1
CUST0518,Puspa,44,0,Lampung,2023-11-15,puspa_77@example.com,8732972729,0
CUST0519,Hasna,47,0,DI Yogyakarta,2024-04-04,vramadan@example.com,804637235565,0
CUST0520,Mursinin,38,1,Jawa Barat,2024-04-07,941mursinin@example.com,861790239909,1
CUST0521,Gadang,26,1,Maluku Utara,2023-10-04,pprayoga@example.net,82337500837,0
CUST0523,Satya,41,1,Kepulauan Riau,2025-09-03,185satya@example.com,864794405,1
CUST0524,Fitriani,20,0,Riau,2024-01-31,55fitriani@example.com,87690778521,1
CUST0525,Lukman,54,1,Maluku,2025-03-26,lukman961@example.com,858150160538,1
CUST0526,Sabrina,33,0,Sulawesi Tenggara,2024-02-26,sabrina_76@example.com,865156246,1
CUST0527,Talia,33,0,Kalimantan Timur,2024-01-28,talia701@example.com,810869442987,0
CUST0528,Eluh,39,1,Sumatera Barat,2024-05-16,karta98@example.net,863506234,1
CUST0529,Unggul,45,1,Sulawesi Utara,2025-07-07,508unggul@example.com,843088550187,1
CUST0530,Bahuwirya,57,1,Kalimantan Selatan,2025-01-02,opertiwi@example.com,899274423,1
CUST0531,Vanesa,18,0,Sulawesi Selatan,2025-05-27,295vanesa@example.com,8205618831,0
CUST0532,Nasrullah,38,1,Kalimantan Timur,2024-02-29,intanyulianti@example.org,8637059451,1
CUST0533,Gilang,58,1,Sulawesi Utara,2025-01-26,998gilang@example.com,80416865056,0
CUST0534,Arsipatra,52,1,Nusa Tenggara Barat,2023-09-28,danuwacana@example.net,89158103851,1
CUST0535,Padmi,41,0,Kepulauan Bangka Belitung,2024-05-16,551padmi@example.com,835329272,1
CUST0536,Jamal,57,1,Aceh,2023-11-25,lutfanmaryati@example.net,831353680,1
CUST0537,Wardaya,58,1,Kalimantan Timur,2024-02-15,wardaya_49@example.com,828349372342,0
CUST0538,Humaira,60,0,Sumatera Utara,2024-10-24,empluk17@example.org,889213175,1
CUST0539,Gamanto,64,1,Nusa Tenggara Timur,2024-07-24,mkusmawati@example.com,8013881015,1
CUST0540,Usman,54,1,Sumatera Barat,2024-01-27,adriansyahupik@example.net,8186080087,1
CUST0541,Nadine,40,0,Banten,2025-04-02,910nadine@example.com,89144806208,1
CUST0542,Johan,18,1,Kalimantan Utara,2024-10-05,johan_22@example.com,80747150531,1
CUST0543,Edi,51,1,Jawa Barat,2025-03-08,yolandapandu@example.org,893771273,0
CUST0544,Rika,65,0,Sulawesi Barat,2024-08-29,okto01@example.net,8681896170,1
CUST0545,Cahyanto,33,1,Banten,2024-03-14,damanikhari@example.com,8229338944,1
CUST0546,Jinawi,53,1,Nusa Tenggara Barat,2025-07-30,baktiantomaryadi@example.net,802528649861,1
CUST0547,Jaka,65,1,Banten,2024-05-13,khandayani@example.net,81692526382,1
CUST0548,Respati,52,1,Sumatera Utara,2024-04-01,respati_80@example.com,86801676795,1
CUST0549,Opan,53,1,Nusa Tenggara Timur,2024-04-03,jefrisimbolon@example.com,822387264763,1
CUST0550,Lanjar,45,1,DI Yogyakarta,2023-12-12,lanjar34@example.com,89453698962,0
CUST0551,Sabrina,46,0,Sulawesi Utara,2024-09-13,sabrina_19@example.com,821436524,1
CUST0552,Rachel,18,0,Sulawesi Utara,2023-10-29,huwais@example.com,828346782,0
CUST0553,Ilsa,37,0,Nusa Tenggara Barat,2024-05-04,muni83@example.com,806927372902,1
CUST0554,Jabal,57,1,Kalimantan Utara,2024-11-09,lutami@example.org,8876760687,1
CUST0555,Dina,46,0,Sulawesi Utara,2024-09-02,xsaptono@example.com,8766791515,0
CUST0556,Uchita,32,0,Kepulauan Riau,2024-11-11,uchita_41@example.com,880585988,0
CUST0557,Vivi,60,0,DKI Jakarta,2024-11-20,vivi_70@example.com,87508446274,1
CUST0558,Umi,36,0,Papua,2025-09-21,umi_87@example.com,86349948799,0
CUST0559,Chandra,32,1,Riau,2025-06-15,445chandra@example.com,841150898,1
CUST0560,Ika,18,0,Banten,2025-04-21,gilangriyanti@example.net,87945676325,1
CUST0561,Irwan,28,1,Sumatera Utara,2024-07-09,nurdiyantipuspa@example.com,82427280509,0
CUST0562,Ellis,61,0,Jawa Tengah,2025-04-06,ellis827@example.com,8403810339,1
CUST0563,Nyoman,65,1,Maluku,2024-06-16,479nyoman@example.com,8938539413,1
CUST0564,Yulia,44,0,Aceh,2023-10-13,qfujiati@example.net,879965708691,0
CUST0565,Dalima,47,0,DKI Jakarta,2025-04-20,lwaskita@example.com,804599441,1
CUST0566,Kurnia,39,1,Bengkulu,2024-10-20,kurnia_82@example.com,822629330832,1
CUST0567,Cagak,41,1,Nusa Tenggara Barat,2023-09-28,gantar77@example.com,881592087,1
CUST0568,Lidya,64,0,Kepulauan Riau,2024-04-03,starihoran@example.com,83914376087,1
CUST0569,Padmi,41,0,Kalimantan Barat,2025-05-04,padmi889@example.com,8574252962,1
CUST0570,Jaeman,54,1,Kepulauan Bangka Belitung,2025-01-18,langgengwasita@example.net,8214898882,1
CUST0571,Rahmi,18,0,Papua Barat,2024-07-17,laksmiwaticahyanto@example.com,823484885,1
CUST0572,Ibun,44,1,Sulawesi Utara,2024-11-22,puput41@example.com,847310206,0
CUST0573,Putri,21,0,Kepulauan Bangka Belitung,2024-05-06,hkuswandari@example.org,843082793,0
CUST0574,Estiawan,65,1,Kalimantan Tengah,2024-05-16,estiawan_78@example.com,856479103,1
CUST0575,Silvia,46,0,Kepulauan Bangka Belitung,2024-11-06,fputra@example.net,85058599965,1
CUST0576,Paulin,45,0,Kalimantan Timur,2023-11-11,mulyaniendra@example.net,8258644049,1
CUST0577,Mursinin,37,1,Kalimantan Tengah,2024-05-22,waniwastuti@example.org,81117014417,1
CUST0578,Oni,35,0,Sulawesi Selatan,2025-06-18,oni_60@example.com,863946874510,0
CUST0579,Prayogo,54,1,Kalimantan Utara,2024-09-18,rahman53@example.com,860657726952,1
CUST0580,Lala,41,0,DKI Jakarta,2024-04-05,jmayasari@example.org,809443000765,0
CUST0581,Agnes,42,0,Jawa Barat,2024-03-30,309agnes@example.com,8727289764,1
CUST0582,Tina,59,0,Maluku Utara,2024-06-01,oliviamaheswara@example.net,8196787938,1
CUST0583,Gilda,53,0,Aceh,2023-12-05,jumarisafitri@example.org,890959121549,1
CUST0584,Tedi,34,1,Papua,2025-02-01,waluyoulya@example.org,885511722670,1
CUST0585,Lutfan,58,1,Maluku,2024-12-05,ulipertiwi@example.com,86379130538,0
CUST0586,Ihsan,35,1,Papua,2024-06-10,wirda13@example.net,825591487828,0
CUST0587,Ani,48,0,Kepulauan Riau,2025-04-21,ksiregar@example.org,82452288245,1
CUST0588,Elisa,62,0,Jawa Timur,2023-10-12,sidiqmaryadi@example.org,856045232203,0
CUST0589,Prayoga,44,1,Lampung,2025-06-15,winarsihgadang@example.org,89712784295,1
